Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
4551,3/27/2023,18:14,Evening,FTG-620-TYU-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",64,RJ78CD7890,Not Fraud,0,,,
4552,4/15/2023,09:39,Morning,FTG-621-BVC-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",91,DL09EF8901,Not Fraud,0,,,
4553,4/30/2023,01:04,Midnight,FTG-622-XSW-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",50,UP56GH9012,Not Fraud,0,,,
4554,5/19/2023,16:29,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",75,WB34IJ0123,Not Fraud,0,,,
4555,06-03-2023 00:00,07:54,Morning,FTG-624-CDE-098,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",59,MP12KL1234,Fraud,1,,,
4556,6/22/2023,23:19,Evening,FTG-625-VBN-765,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,HR78MN2345,Not Fraud,0,,,
4557,07-08-2023 00:00,14:45,Afternoon,FTG-626-PLM-432,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,BR45OP3456,Not Fraud,0,,,
4558,7/27/2023,06:10,Morning,FTG-627-HGT-109,B-102,Regular,Large,145,115,"13.21331620748757, 77.55413526894684",93,BR45AB9012,Fraud,1,,,
4559,08-11-2023 00:00,21:35,Evening,FTG-628-WSX-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",45,AP23ST5678,Not Fraud,0,,,
4560,8/31/2023,13:00,Afternoon,FTG-629-QAZ-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",80,TS67UV6789,Not Fraud,0,,,
4561,9/15/2023,04:25,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",62,MH89WX7890,Not Fraud,0,,,
4562,10-04-2023 00:00,19:50,Evening,FTG-631-ZAS-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,KL12YZ9012,Not Fraud,0,,,
4563,10/20/2023,11:16,Morning,FTG-632-IXC-654,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",51,GJ45AB0123,Not Fraud,0,,,
4564,11-08-2023 00:00,02:41,Midnight,FTG-633-JOP-321,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",73,TN23CD1234,Fraud,1,,,
4565,11/23/2023,18:06,Evening,FTG-634-RFV-098,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",56,KA89CT0123,Not Fraud,0,,,
4566,12/13/2023,09:31,Morning,FTG-635-EDC-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,AP23EF1234,Not Fraud,0,,,
4567,12/28/2023,00:56,Midnight,FTG-636-OKM-432,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",70,TS67GH2345,Not Fraud,0,,,
4568,1/13/2023,16:21,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",97,MH89IJ3456,Not Fraud,0,,,
4569,1/28/2023,07:47,Morning,FTG-638-LKJ-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,KL12TL4567,Not Fraud,0,,,
4570,2/16/2023,23:12,Evening,FTG-639-UTY-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",84,GJ45MN5678,Not Fraud,0,,,
4571,03-04-2023 00:00,14:37,Afternoon,FTG-640-POU-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",65,TN23OP6789,Not Fraud,0,,,
4572,3/19/2023,06:02,Morning,FTG-641-ZXC-987,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,RJ78QR7890,Not Fraud,0,,,
4573,04-07-2023 00:00,21:27,Evening,FTG-642-VBN-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",53,DL09ST8901,Not Fraud,0,,,
4574,4/23/2023,12:52,Afternoon,FTG-643-QWE-321,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",79,UP56UV0123,Not Fraud,0,,,
4575,05-12-2023 00:00,04:18,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,WB34WX1234,Not Fraud,0,,,
4576,5/27/2023,19:43,Evening,FTG-645-DGF-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,MP12YZ2345,Not Fraud,0,,,
4577,6/15/2023,11:08,Morning,FTG-646-PGI-432,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",44,HR78AB3456,Not Fraud,0,,,
4578,6/30/2023,02:33,Midnight,FTG-037-NGI-987,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",78,BR45CD4567,Not Fraud,0,,,
4579,7/19/2023,17:58,Afternoon,FTG-038-LKJ-654,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,KA89TF5678,Not Fraud,0,,,
4580,08-03-2023 00:00,09:23,Morning,FTG-039-UGY-321,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",95,AP23GH6789,Fraud,1,,,
4581,8/22/2023,00:49,Midnight,FTG-040-POU-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,TS67IJ7890,Not Fraud,0,,,
4582,09-06-2023 00:00,16:14,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",80,MH89KL8901,Not Fraud,0,,,
4583,9/25/2023,07:39,Morning,FTG-042-VBN-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,KL12JN0123,Not Fraud,0,,,
4584,10-10-2023 00:00,23:04,Evening,FTG-043-QWE-109,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,GJ45OP1234,Not Fraud,0,,,
4585,10/30/2023,14:29,Afternoon,FTG-044-MKH-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",47,TN23JR2345,Not Fraud,0,,,
4586,11/14/2023,05:54,Midnight,FTG-045-DCF-543,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",73,RJ78ST3456,Fraud,1,,,
4587,12-03-2023 00:00,21:20,Evening,FTG-046-POI-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",68,DL09UV4567,Not Fraud,0,,,
4588,12/19/2023,12:45,Afternoon,FTG-047-XCV-987,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",91,UP56WX5678,Fraud,1,,,
4589,01-04-2023 00:00,04:10,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,WB34YZ6789,Not Fraud,0,,,
4590,1/21/2023,19:35,Evening,FTG-049-RFD-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,MP12AB7890,Not Fraud,0,,,
4591,02-06-2023 00:00,11:00,Morning,FTG-050-HGT-098,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",56,HR78CD9012,Not Fraud,0,,,
4592,2/25/2023,02:25,Midnight,FTG-051-YUI-765,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,BR45EF0123,Not Fraud,0,,,
4593,03-12-2023 00:00,17:51,Afternoon,FTG-052-BVC-432,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",69,KA89JH1234,Fraud,1,,,
4594,3/27/2023,09:16,Morning,FTG-053-NBH-109,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",94,AP23OJ2345,Fraud,1,,,
4595,4/15/2023,00:41,Midnight,FTG-054-KJH-876,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",49,TS67KL3456,Fraud,1,,,
4596,4/30/2023,16:06,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,MH89MN4567,Not Fraud,0,,,
4597,5/19/2023,07:31,Morning,FTG-056-LMK-211,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,KA23QR2345,Not Fraud,0,,,
4598,06-03-2023 00:00,22:56,Evening,FTG-057-PLN-987,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",88,KA34ST6789,Not Fraud,0,,,
4599,6/22/2023,14:22,Afternoon,FTG-058-VFR-654,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",74,KA45UV0123,Not Fraud,0,,,
4600,07-07-2023 00:00,05:47,Midnight,FTG-059-WSX-327,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",96,KA56WX4567,Not Fraud,0,,,
4601,7/26/2023,21:12,Evening,FTG-060-QAZ-095,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",61,KA67YZ8901,Not Fraud,0,,,
4602,08-10-2023 00:00,12:37,Afternoon,FTG-061-POU-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",85,KA78AB2345,Not Fraud,0,,,
4603,8/29/2023,04:02,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,KA89CD6789,Not Fraud,0,,,
4604,9/13/2023,19:27,Evening,FTG-063-ZXC-102,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,KA90EF0123,Not Fraud,0,,,
4605,10-02-2023 00:00,10:53,Morning,FTG-064-OKM-876,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",66,KA01GH4567,Fraud,1,,,
4606,10/17/2023,02:18,Midnight,FTG-065-LKJ-543,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",90,KA12IJ8901,Not Fraud,0,,,
4607,11-05-2023 00:00,17:43,Afternoon,FTG-066-HGT-211,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",48,KA23KL2345,Not Fraud,0,,,
4608,11/21/2023,09:08,Morning,FTG-067-MKF-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,KA34MN6789,Not Fraud,0,,,
4609,12-10-2023 00:00,00:33,Midnight,FTG-068-DCV-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",60,KA45OP0123,Not Fraud,0,,,
4610,12/25/2023,16:58,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",83,KA56QR4567,Not Fraud,0,,,
4611,01-12-2023 00:00,08:24,Morning,FTG-070-POI-092,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,KA67ST8901,Not Fraud,0,,,
4612,1/27/2023,23:49,Evening,FTG-071-WSX-765,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",97,KA78UV2345,Not Fraud,0,,,
4613,2/15/2023,15:14,Afternoon,FTG-072-QAZ-432,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",46,KA89WX6789,Fraud,1,,,
4614,03-02-2023 00:00,06:39,Morning,FTG-073-KJH-109,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",81,KA90YZ0123,Not Fraud,0,,,
4615,3/17/2023,22:04,Evening,FTG-074-VFR-870,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,KA01AB4567,Not Fraud,0,,,
4616,04-05-2023 00:00,13:29,Afternoon,FTG-075-YUI-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",93,KA12CD8901,Not Fraud,0,,,
4617,4/20/2023,04:55,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",57,KA23EF2345,Not Fraud,0,,,
4618,05-09-2023 00:00,20:20,Evening,FTG-077-LMK-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,KA34GH6789,Not Fraud,0,,,
4619,5/25/2023,11:45,Morning,FTG-078-NJH-651,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",55,KA45IJ0123,Not Fraud,0,,,
4620,6/13/2023,03:10,Midnight,FTG-079-RFD-321,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",82,KA56KL4567,Not Fraud,0,,,
4621,6/28/2023,18:35,Evening,FTG-080-TGB-098,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",63,KA67MN8901,Not Fraud,0,,,
4622,7/17/2023,10:00,Morning,FTG-081-BVC-764,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",90,KA78OP2345,Fraud,1,,,
4623,08-01-2023 00:00,01:26,Midnight,FTG-082-XCV-432,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",48,KA89QR6789,Not Fraud,0,,,
4624,8/20/2023,16:51,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,KA90ST0123,Not Fraud,0,,,
4625,09-04-2023 00:00,08:16,Morning,FTG-084-POU-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",58,KA01UV4567,Not Fraud,0,,,
4626,9/23/2023,23:41,Evening,FTG-085-ZXC-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,KA12WX8901,Not Fraud,0,,,
4627,10-09-2023 00:00,15:06,Afternoon,FTG-086-PLM-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",67,KA23YZ2345,Not Fraud,0,,,
4628,10/28/2023,06:31,Morning,FTG-087-HGT-985,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",94,KA34AB6789,Not Fraud,0,,,
4629,11-12-2023 00:00,21:57,Evening,FTG-088-WSX-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,KA45CD0123,Not Fraud,0,,,
4630,12-01-2023 00:00,13:22,Afternoon,FTG-089-QAZ-321,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",89,KA56EF4567,Not Fraud,0,,,
4631,12/16/2023,04:47,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,KA67GH8901,Not Fraud,0,,,
4632,01-02-2023 00:00,20:12,Evening,FTG-091-YUI-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,KA78IJ2345,Not Fraud,0,,,
4633,1/21/2023,11:37,Morning,FTG-092-BVC-432,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",66,KA89KL6789,Not Fraud,0,,,
4634,02-05-2023 00:00,03:02,Midnight,FTG-093-NBH-110,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",95,KA90MN0123,Not Fraud,0,,,
4635,2/24/2023,18:28,Evening,FTG-094-KJH-876,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",44,KA01OP4567,Not Fraud,0,,,
4636,03-11-2023 00:00,09:53,Morning,FTG-095-EDC-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,KA12QR8901,Not Fraud,0,,,
4637,3/26/2023,01:18,Midnight,FTG-096-LMK-210,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",61,KA23UV2345,Not Fraud,0,,,
4638,4/14/2023,16:43,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",85,KA34WX6789,Not Fraud,0,,,
4639,4/29/2023,08:08,Morning,FTG-098-VFR-658,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",49,KA45YZ0123,Not Fraud,0,,,
4640,5/18/2023,23:33,Evening,FTG-099-WSX-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",74,KA56AB4567,Not Fraud,0,,,
4641,06-03-2023 00:00,15:59,Afternoon,FTG-100-QAZ-098,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",69,KA67CD8901,Fraud,1,,,
4642,6/22/2023,07:24,Morning,FTG-101-XYZ-987,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,KA78EF2345,Not Fraud,0,,,
4643,07-07-2023 00:00,22:49,Evening,FTG-102-ABC-655,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,KA89GH6789,Not Fraud,0,,,
4644,7/27/2023,14:14,Afternoon,FTG-103-PQR-321,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",83,KA90IJ0123,Not Fraud,0,,,
4645,08-11-2023 00:00,05:39,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",68,KA01KL4567,Not Fraud,0,,,
4646,8/30/2023,21:04,Evening,FTG-105-LMN-765,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",96,KA12MN8901,Fraud,1,,,
4647,9/15/2023,12:30,Afternoon,FTG-106-GHI-431,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",46,KA23OP2345,Not Fraud,0,,,
4648,10-04-2023 00:00,03:55,Midnight,FTG-107-JKL-109,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",81,KA34QR6789,Not Fraud,0,,,
4649,10/19/2023,19:20,Evening,FTG-108-UVW-876,B-102,Express,Large,145,90,"13.21331620748757, 77.55413526894684",60,KA45ST0123,Fraud,1,,,
4650,11-07-2023 00:00,10:45,Morning,FTG-109-RST-548,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",88,KA56UV4567,Fraud,1,,,
4651,11/22/2023,02:10,Midnight,FTG-110-MNO-210,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",53,KA67WX8901,Not Fraud,0,,,
4652,12-11-2023 00:00,17:35,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",77,KA78YZ2345,Not Fraud,0,,,
4653,12/26/2023,09:01,Morning,FTG-112-ZXC-556,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,KA89AB6789,Not Fraud,0,,,
4654,01-12-2023 00:00,00:26,Midnight,FTG-113-POI-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",91,KA90CD0123,Not Fraud,0,,,
4655,1/27/2023,15:51,Afternoon,FTG-114-KJH-098,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",50,KL12OP5678,Not Fraud,0,,,
4656,02-11-2023 00:00,07:16,Morning,FTG-115-DCV-767,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",75,GJ45PR6789,Not Fraud,0,,,
4657,03-02-2023 00:00,22:41,Evening,FTG-116-NBH-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",59,TN23ST7890,Not Fraud,0,,,
4658,3/18/2023,14:06,Afternoon,FTG-117-LKI-101,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",84,RJ78UV9012,Not Fraud,0,,,
4659,04-06-2023 00:00,05:32,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",66,DL09WX0123,Not Fraud,0,,,
4660,4/21/2023,20:57,Evening,FTG-119-FRD-532,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",93,UP56YZ1234,Fraud,1,,,
4661,05-11-2023 00:00,12:22,Afternoon,FTG-120-TYU-210,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",45,WB34AB2345,Not Fraud,0,,,
4662,5/26/2023,03:47,Midnight,FTG-121-BVC-987,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",80,MP12CD3456,Not Fraud,0,,,
4663,6/14/2023,19:12,Evening,FTG-122-XSW-656,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",62,HR78EF4567,Not Fraud,0,,,
4664,6/30/2023,10:37,Morning,FTG-123-NMK-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,BR45GH5678,Not Fraud,0,,,
4665,7/19/2023,02:03,Midnight,FTG-124-CDE-898,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",51,KA89IJ6789,Not Fraud,0,,,
4666,08-03-2023 00:00,17:28,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",73,AP23KL7890,Not Fraud,0,,,
4667,8/22/2023,08:53,Morning,FTG-126-PLM-431,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",56,TS67MN9012,Not Fraud,0,,,
4668,09-06-2023 00:00,00:18,Midnight,FTG-127-HGT-109,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",82,MH89OP0123,Not Fraud,0,,,
4669,9/25/2023,15:43,Afternoon,FTG-128-WSX-871,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",70,KL12QR1234,Not Fraud,0,,,
4670,10-10-2023 00:00,07:08,Morning,FTG-129-QAZ-543,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",97,GJ45ST2345,Not Fraud,0,,,
4671,10/29/2023,22:34,Evening,FTG-130-LPO-211,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,TN23UV3456,Not Fraud,0,,,
4672,11/14/2023,14:59,Afternoon,FTG-131-ZAS-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",84,RJ78WX4567,Not Fraud,0,,,
4673,12-03-2023 00:00,06:24,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",65,DL09YZ5678,Not Fraud,0,,,
4674,12/18/2023,21:49,Evening,FTG-133-JOP-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,UP56AB6789,Not Fraud,0,,,
4675,01-05-2023 00:00,13:14,Afternoon,FTG-134-RFV-098,B-102,Express,Medium,125,115,"13.21331620748757, 77.55413526894684",53,WB34CD7890,Fraud,1,,,
4676,1/20/2023,04:39,Midnight,FTG-135-EDC-768,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",79,MP12EF8901,Not Fraud,0,,,
4677,02-08-2023 00:00,20:05,Evening,FTG-136-OKM-432,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",61,HR78GH9012,Not Fraud,0,,,
4678,2/23/2023,11:30,Morning,FTG-137-NJI-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,BR45IJ0123,Not Fraud,0,,,
4679,3/14/2023,02:55,Midnight,FTG-138-LKJ-876,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",44,KA89WL1234,Not Fraud,0,,,
4680,3/29/2023,18:20,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,AP23MN2345,Not Fraud,0,,,
4681,4/17/2023,09:45,Morning,FTG-140-POU-210,C-103,Express,Large,330,100,"13.21331620748757, 77.55413526894684",67,TS67OP3456,Fraud,1,,,
4682,05-02-2023 00:00,01:10,Midnight,FTG-141-ZXC-987,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",95,MH89QR4567,Not Fraud,0,,,
4683,5/21/2023,16:36,Afternoon,FTG-142-VBN-656,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",55,KL12ST5678,Not Fraud,0,,,
4684,06-05-2023 00:00,08:01,Morning,FTG-143-QWE-321,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",80,GJ45UV6789,Not Fraud,0,,,
4685,6/24/2023,23:26,Evening,FTG-144-MKH-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,TN23WX7890,Not Fraud,0,,,
4686,07-10-2023 00:00,14:51,Afternoon,FTG-145-DCF-767,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,RJ78YZ9012,Not Fraud,0,,,
4687,7/29/2023,06:16,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",47,GA34KL6789,Not Fraud,0,,,
4688,8/13/2023,21:41,Evening,FTG-147-XCV-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,GA45MN0123,Not Fraud,0,,,
4689,09-01-2023 00:00,13:07,Afternoon,FTG-148-JKL-877,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",68,GA56OP4567,Not Fraud,0,,,
4690,9/16/2023,04:32,Midnight,FTG-149-RFD-543,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",91,GA67QR8901,Not Fraud,0,,,
4691,10-05-2023 00:00,19:57,Evening,FTG-150-HGT-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",52,GA78ST2345,Not Fraud,0,,,
4692,10/21/2023,11:22,Morning,FTG-151-YUI-983,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,GA89UV6789,Not Fraud,0,,,
4693,11-09-2023 00:00,02:47,Midnight,FTG-152-BVC-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",56,GA90WX0123,Not Fraud,0,,,
4694,11/24/2023,18:12,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",84,GA01YZ4567,Not Fraud,0,,,
4695,12/14/2023,09:38,Morning,FTG-154-KJH-098,C-103,Express,Large,330,125,"13.21331620748757, 77.55413526894684",69,GA12AB8901,Fraud,1,,,
4696,12/29/2023,01:03,Midnight,FTG-155-EDC-765,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",94,GA23CD2345,Not Fraud,0,,,
4697,1/15/2023,16:28,Afternoon,FTG-156-LMK-431,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",49,GA34EF6789,Fraud,1,,,
4698,1/30/2023,07:53,Morning,FTG-157-PLN-109,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",76,DL09AB0123,Not Fraud,0,,,
4699,2/18/2023,23:18,Evening,FTG-158-VFR-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,UP56CD1234,Not Fraud,0,,,
4700,03-06-2023 00:00,14:43,Afternoon,FTG-159-WSX-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,WB34EF2345,Not Fraud,0,,,
4701,3/21/2023,06:09,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",74,MP12GH3456,Not Fraud,0,,,
4702,04-09-2023 00:00,21:34,Evening,FTG-161-POU-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,HR78IJ4567,Not Fraud,0,,,
4703,4/25/2023,13:59,Afternoon,FTG-162-NJH-654,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,BR45KL5678,Not Fraud,0,,,
4704,5/14/2023,05:24,Midnight,FTG-163-ZXC-328,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",85,KA89MN6789,Not Fraud,0,,,
